500 3814
150 164 0.434278
150 172 0.608489
150 173 0.619501
150 189 0.499639
150 192 0.332824
150 195 0.659501
150 468 0.493495
151 158 0.438835
151 168 0.462602
151 169 0.49563
151 178 0.408384
151 195 0.591531
151 274 0.676463
151 279 0.523976
151 285 0.456108
151 295 0.447109
151 422 0.487622
151 425 0.563293
151 435 0.677302
152 176 0.612015
152 181 0.674034
152 182 0.473822
152 191 0.611801
152 195 0.575195
152 197 0.495961
152 237 0.366823
152 264 0.309707
152 290 0.355063
152 364 0.488539
152 374 0.381768
152 494 0.414564
153 155 0.584875
153 160 0.678136
153 172 0.356245
153 174 0.653101
153 193 0.443184
153 227 0.477852
153 321 0.434762
154 165 0.554168
154 177 0.66213
154 179 0.654736
154 188 0.619541
154 189 0.668061
154 194 0.430202
154 195 0.642201
154 254 0.658975
154 343 0.472652
154 349 0.35787
154 357 0.529323
154 450 0.314764
155 172 0.333743
155 181 0.364353
155 194 0.68503
155 198 0.661701
155 262 0.511243
155 412 0.441001
155 467 0.532733
156 158 0.619543
156 159 0.631031
156 160 0.678803
156 187 0.444953
156 204 0.606042
156 434 0.409732
156 486 0.671505
157 158 0.503352
157 166 0.450811
157 192 0.467322
157 197 0.507378
157 200 0.551527
157 360 0.53363
157 367 0.331773
157 493 0.35961
158 172 0.678359
158 174 0.31254
158 187 0.43637
158 213 0.555157
158 222 0.406366
158 276 0.596471
158 283 0.666785
158 309 0.695855
159 176 0.375671
159 183 0.431826
159 184 0.523884
159 276 0.643034
159 394 0.306207
159 482 0.305658
160 181 0.672578
160 182 0.561498
160 188 0.547292
160 190 0.564602
160 324 0.537872
160 372 0.635726
160 425 0.691033
160 458 0.349523
160 486 0.643408
161 168 0.527529
161 169 0.594421
161 172 0.446047
161 177 0.362629
161 199 0.680609
161 404 0.330321
161 491 0.457118
162 183 0.504721
162 188 0.609533
162 196 0.605498
162 197 0.678256
162 198 0.617417
162 266 0.427977
162 293 0.521893
162 319 0.628218
162 371 0.625539
163 172 0.332481
163 185 0.50986
163 187 0.643995
163 237 0.488481
163 238 0.338319
163 324 0.331153
163 455 0.311334
164 167 0.445611
164 177 0.434889
164 476 0.319268
165 169 0.357627
165 171 0.550582
165 173 0.466262
165 181 0.373024
165 192 0.621795
165 193 0.673287
165 213 0.600986
165 223 0.559658
165 267 0.466292
165 293 0.312468
166 172 0.634078
166 177 0.361135
166 214 0.603473
166 377 0.473596
166 395 0.447147
166 420 0.492683
166 442 0.568878
166 466 0.47625
166 493 0.363071
167 170 0.403759
167 171 0.303255
167 181 0.487638
167 185 0.525568
167 190 0.390121
167 237 0.548137
167 323 0.336474
168 169 0.601635
168 179 0.650925
168 182 0.697627
168 194 0.638913
168 195 0.419574
168 233 0.413976
168 310 0.374568
168 468 0.462913
169 170 0.322277
169 187 0.38652
169 196 0.399345
169 213 0.463081
169 244 0.651405
169 258 0.444986
169 323 0.322741
169 335 0.320574
169 360 0.464139
170 172 0.530112
170 183 0.409581
170 186 0.428809
170 190 0.382811
170 300 0.676333
170 341 0.494715
170 434 0.396213
170 440 0.340198
170 471 0.628505
171 183 0.531109
171 212 0.375796
171 250 0.491436
171 257 0.380132
171 366 0.396903
171 381 0.442046
172 185 0.310209
172 193 0.395286
172 198 0.442906
172 211 0.686568
172 256 0.386976
172 278 0.512063
172 290 0.567324
172 307 0.64961
173 175 0.672682
173 183 0.624219
173 186 0.661695
173 189 0.596757
173 333 0.684756
173 360 0.358899
173 386 0.31629
173 430 0.653127
174 178 0.680982
174 186 0.376978
174 192 0.330568
174 196 0.605123
174 235 0.554911
174 266 0.678964
174 340 0.391973
174 378 0.513941
175 182 0.443672
175 192 0.413842
175 199 0.499162
175 321 0.653733
175 328 0.543698
175 352 0.574863
175 369 0.472042
175 448 0.344277
175 464 0.344026
175 479 0.509456
176 192 0.39816
176 194 0.692085
176 208 0.421879
176 345 0.632501
176 432 0.617707
176 476 0.413605
177 183 0.363077
177 189 0.512331
177 192 0.426184
177 195 0.67544
177 197 0.336762
177 291 0.565751
177 324 0.657227
177 341 0.467437
177 445 0.626307
178 184 0.461423
178 191 0.329153
178 192 0.553072
178 199 0.491921
178 200 0.330267
178 278 0.462042
178 391 0.513072
178 472 0.447239
179 180 0.3048
179 190 0.449599
179 197 0.611276
179 286 0.608915
179 431 0.536253
180 183 0.330018
180 185 0.65035
180 187 0.532118
180 189 0.362894
180 193 0.691407
180 198 0.65828
180 199 0.637093
180 208 0.37286
180 477 0.697978
180 492 0.597138
181 192 0.515793
181 222 0.306219
181 237 0.384076
181 261 0.537089
181 285 0.335626
181 497 0.309676
182 184 0.42161
182 190 0.582829
182 191 0.4447
182 192 0.641636
182 479 0.597734
182 499 0.64223
183 187 0.318582
183 193 0.341965
183 198 0.638457
183 276 0.415208
183 326 0.619282
183 497 0.363743
184 190 0.491127
184 193 0.502463
184 255 0.612657
184 307 0.668238
184 399 0.473717
184 449 0.633595
184 489 0.589953
185 208 0.697124
185 477 0.375532
186 195 0.540688
186 196 0.641524
186 261 0.620077
187 189 0.604324
187 190 0.463825
187 241 0.526635
187 265 0.314811
187 312 0.315325
187 341 0.3388
187 366 0.576883
187 432 0.641565
187 452 0.541869
188 196 0.656566
188 278 0.612811
188 404 0.637095
189 198 0.33153
189 203 0.474432
189 240 0.676867
189 267 0.68175
190 258 0.597256
190 266 0.698306
190 303 0.522712
190 447 0.69604
191 194 0.555316
191 195 0.3069
191 196 0.672888
192 319 0.318927
192 454 0.356593
192 495 0.325508
193 196 0.389736
193 199 0.592986
193 243 0.409014
193 357 0.394167
193 441 0.396533
194 198 0.67192
194 248 0.328084
194 422 0.454604
194 473 0.396278
195 309 0.621636
195 416 0.64911
195 424 0.649726
196 315 0.390033
197 205 0.662755
197 214 0.59704
197 226 0.400618
197 253 0.366337
197 397 0.676629
197 487 0.687366
199 209 0.471471
199 217 0.367424
199 278 0.675123
199 447 0.552939
200 245 0.622899
200 250 0.489434
200 266 0.471677
200 270 0.415027
200 274 0.589517
200 275 0.377684
200 289 0.316336
200 298 0.609467
200 333 0.668842
200 365 0.460821
200 470 0.619985
200 477 0.621683
200 492 0.377
201 207 0.385445
201 209 0.570685
201 214 0.514482
201 223 0.550164
201 232 0.33013
201 244 0.443912
201 246 0.489183
201 247 0.535678
201 282 0.668284
201 296 0.568357
201 367 0.334711
201 382 0.690912
202 205 0.504978
202 210 0.594122
202 229 0.532385
202 230 0.600922
202 231 0.582248
202 241 0.385972
202 265 0.457554
202 270 0.503583
202 277 0.647523
202 281 0.388948
202 287 0.634507
202 321 0.348424
202 479 0.391082
202 481 0.319679
203 205 0.509771
203 208 0.322951
203 246 0.419607
203 247 0.464219
203 251 0.479083
203 259 0.600366
203 262 0.58436
203 270 0.601087
203 275 0.300901
203 276 0.46354
203 280 0.395712
203 290 0.580849
203 293 0.638135
203 294 0.498872
203 322 0.553384
203 422 0.301771
204 214 0.457338
204 224 0.583701
204 228 0.652749
204 251 0.446742
204 253 0.49984
204 255 0.534244
204 266 0.517797
204 277 0.503286
204 286 0.639112
204 360 0.670625
205 231 0.50331
205 237 0.586245
205 240 0.644225
205 244 0.638358
205 248 0.566659
205 253 0.567187
205 261 0.66117
205 262 0.675456
205 267 0.548298
205 282 0.578013
205 298 0.300655
205 351 0.479846
205 436 0.398453
205 455 0.441
205 491 0.646989
206 214 0.530651
206 221 0.662781
206 225 0.343315
206 252 0.541071
206 281 0.469679
206 296 0.394535
206 447 0.524172
206 455 0.692287
207 218 0.303316
207 219 0.669353
207 232 0.337723
207 235 0.390954
207 244 0.362932
207 250 0.407218
207 253 0.463284
207 259 0.315964
207 265 0.405874
207 274 0.631438
207 276 0.40334
207 291 0.646417
207 294 0.542943
207 450 0.363436
207 498 0.384081
208 222 0.667938
208 229 0.610892
208 231 0.456751
208 232 0.358161
208 235 0.538445
208 243 0.380781
208 247 0.505906
208 250 0.36035
208 253 0.677023
208 254 0.521914
208 278 0.675384
208 288 0.447946
208 453 0.525143
209 215 0.316824
209 226 0.554473
209 234 0.363881
209 250 0.51071
209 254 0.584039
209 261 0.351968
209 278 0.398948
209 296 0.553844
209 355 0.305791
209 363 0.361126
209 446 0.425066
210 211 0.566485
210 216 0.646785
210 217 0.400775
210 241 0.436588
210 245 0.633775
210 248 0.370862
210 261 0.586636
210 267 0.433703
210 273 0.524463
210 274 0.303199
210 280 0.426841
210 353 0.645046
211 226 0.615407
211 243 0.511571
211 276 0.517104
211 281 0.416488
211 283 0.596901
211 285 0.495448
211 287 0.415219
211 299 0.635573
211 303 0.659613
211 387 0.35762
211 465 0.587701
212 234 0.474053
212 235 0.304789
212 247 0.594775
212 249 0.482812
212 276 0.303626
212 281 0.524751
212 305 0.555957
212 390 0.409758
213 218 0.538122
213 220 0.671903
213 221 0.458325
213 226 0.507354
213 232 0.363753
213 265 0.300274
213 266 0.552412
213 272 0.593932
213 289 0.421057
213 293 0.39559
213 382 0.673114
213 431 0.511837
214 235 0.674856
214 248 0.425792
214 271 0.661161
214 278 0.57152
214 396 0.397976
214 485 0.649807
215 216 0.516182
215 218 0.464375
215 220 0.633338
215 229 0.434375
215 249 0.686983
215 263 0.541287
215 273 0.423706
215 286 0.318775
215 288 0.489678
215 294 0.590797
215 328 0.417842
215 469 0.641748
215 478 0.642406
215 484 0.587886
216 217 0.595936
216 226 0.464643
216 253 0.654134
216 266 0.468043
216 268 0.492372
216 284 0.378245
216 286 0.402996
216 406 0.617456
216 428 0.609288
216 469 0.328022
217 218 0.308545
217 223 0.436009
217 235 0.34052
217 270 0.465717
217 285 0.460902
217 286 0.439469
217 288 0.304786
217 290 0.433346
217 294 0.650483
217 299 0.450613
217 319 0.651048
217 416 0.464633
217 420 0.428167
217 492 0.475792
218 235 0.346125
218 239 0.589704
218 245 0.613475
218 257 0.45396
218 267 0.591226
218 271 0.34213
218 282 0.431945
218 285 0.366711
218 298 0.604485
218 318 0.677598
218 331 0.690924
218 430 0.448877
219 244 0.574163
219 256 0.521189
219 259 0.399547
219 260 0.36361
219 272 0.502168
219 273 0.687503
219 286 0.662109
219 287 0.522126
219 327 0.322023
219 405 0.40744
219 423 0.66141
219 425 0.6384
219 431 0.537549
220 228 0.582826
220 252 0.575978
220 268 0.492862
220 271 0.609811
220 285 0.537533
220 286 0.457662
220 293 0.343587
220 311 0.47128
220 337 0.462575
221 222 0.575995
221 224 0.649643
221 235 0.411144
221 241 0.636701
221 248 0.459026
221 263 0.522562
221 268 0.310026
221 277 0.496377
222 235 0.698607
222 238 0.671051
222 247 0.618698
222 250 0.544768
222 255 0.481453
222 263 0.627367
222 268 0.324133
222 275 0.567357
222 284 0.517337
222 285 0.461136
222 288 0.6059
222 289 0.599084
222 299 0.434048
222 487 0.459524
223 246 0.698391
223 251 0.549241
223 252 0.595499
223 261 0.689742
223 270 0.416319
223 287 0.681837
223 293 0.602665
223 294 0.594636
223 307 0.420153
223 396 0.350277
223 433 0.401249
223 447 0.390664
223 482 0.464549
224 225 0.372356
224 251 0.600385
224 253 0.526611
224 254 0.365759
224 281 0.557598
224 284 0.440972
224 295 0.515626
224 464 0.430374
224 487 0.486052
225 228 0.542132
225 234 0.542433
225 243 0.338352
225 251 0.427912
225 256 0.38283
225 257 0.553002
225 269 0.695334
225 272 0.587061
225 293 0.301305
225 368 0.514847
225 408 0.397273
226 240 0.442023
226 251 0.568109
226 267 0.444823
226 268 0.331125
226 270 0.426173
227 231 0.588484
227 233 0.450173
227 247 0.314038
227 259 0.685319
227 263 0.575495
227 279 0.620922
227 405 0.333354
227 436 0.522873
227 437 0.344442
228 235 0.538986
228 246 0.32848
228 264 0.319965
228 265 0.552397
228 274 0.373762
228 280 0.646883
228 290 0.695051
228 291 0.658632
228 455 0.5812
228 476 0.448878
229 238 0.37655
229 239 0.55282
229 256 0.388327
229 259 0.533264
229 260 0.66499
229 271 0.561182
229 281 0.373186
229 332 0.31043
229 405 0.547428
229 440 0.330277
229 498 0.52132
230 252 0.607975
230 254 0.325024
230 262 0.670885
230 275 0.337476
230 280 0.671378
230 281 0.681422
230 285 0.574926
230 290 0.587152
230 293 0.652163
230 297 0.447051
230 298 0.412682
230 336 0.603598
231 240 0.672136
231 258 0.521532
231 272 0.528796
231 276 0.611555
231 280 0.377911
231 283 0.675421
231 290 0.562378
231 493 0.594701
232 235 0.532477
232 256 0.496972
232 273 0.53876
232 274 0.503141
232 280 0.502287
232 297 0.441907
232 400 0.58545
232 453 0.699495
233 238 0.424351
233 241 0.520661
233 243 0.303237
233 252 0.631019
233 255 0.433638
233 266 0.372906
233 275 0.652485
233 281 0.511895
233 288 0.362887
233 315 0.553611
233 396 0.676755
233 485 0.502302
234 236 0.323897
234 242 0.588778
234 255 0.687338
234 262 0.685844
234 404 0.404269
235 236 0.340636
235 243 0.40664
235 248 0.33904
235 278 0.479018
235 287 0.517801
235 368 0.516696
235 384 0.352007
236 250 0.684453
236 257 0.435343
236 259 0.455032
236 269 0.476793
236 271 0.505503
236 290 0.414279
236 292 0.578313
236 303 0.409158
236 323 0.362698
236 395 0.613847
237 253 0.695323
237 254 0.65376
237 257 0.482345
237 258 0.375207
237 261 0.582107
237 266 0.646682
237 279 0.680393
237 291 0.339325
237 299 0.679823
237 379 0.492837
237 407 0.425144
238 242 0.515292
238 249 0.650451
238 253 0.620926
238 276 0.651518
238 287 0.654313
238 298 0.393185
238 314 0.305544
238 393 0.505935
238 420 0.654481
239 244 0.474227
239 251 0.62347
239 252 0.378926
239 261 0.519673
239 263 0.548082
239 269 0.64797
239 364 0.357235
239 470 0.471477
240 247 0.307293
240 276 0.308098
240 285 0.482693
240 287 0.381446
240 292 0.476177
240 294 0.535537
240 296 0.40248
240 323 0.324687
240 368 0.510042
241 248 0.618778
241 256 0.364209
241 260 0.688473
241 271 0.507068
241 276 0.61909
241 279 0.371453
241 288 0.352037
241 290 0.658424
241 329 0.39923
241 373 0.572492
241 413 0.625441
241 445 0.669683
241 470 0.445658
241 489 0.408379
242 255 0.622852
242 262 0.47437
242 274 0.420442
242 278 0.459943
242 279 0.354942
242 283 0.451297
242 289 0.63696
243 265 0.494368
243 279 0.665044
243 284 0.44036
243 287 0.529808
243 288 0.654667
243 290 0.553873
243 292 0.482257
243 296 0.650349
243 493 0.361783
244 262 0.582792
244 265 0.616148
244 282 0.530615
245 248 0.695415
245 250 0.525984
245 257 0.302893
245 269 0.330002
245 271 0.651465
245 295 0.677523
245 297 0.658046
245 298 0.580164
245 338 0.33482
245 344 0.678584
245 489 0.421107
246 263 0.304713
246 264 0.567959
246 272 0.366684
246 474 0.312483
246 490 0.531367
247 271 0.665256
247 279 0.354021
247 283 0.689718
247 292 0.485516
247 297 0.437875
247 301 0.613859
247 363 0.697535
248 265 0.616492
248 304 0.309193
248 391 0.373207
248 417 0.319813
248 426 0.568353
248 495 0.517312
249 251 0.487056
249 255 0.361488
249 265 0.652066
249 279 0.640633
249 282 0.491257
249 289 0.364028
249 293 0.439937
249 382 0.480643
250 253 0.646554
250 254 0.310337
250 273 0.329052
250 275 0.40756
250 285 0.593421
250 290 0.5165
250 296 0.321817
250 338 0.552299
251 254 0.315855
251 260 0.689906
251 294 0.604339
251 316 0.664839
251 481 0.305586
252 281 0.574698
252 284 0.363047
252 294 0.414673
252 301 0.658739
252 346 0.487925
252 445 0.341085
252 487 0.388458
253 284 0.561248
253 289 0.396899
253 399 0.623669
253 463 0.592207
254 274 0.538406
254 281 0.323666
254 372 0.661938
254 387 0.347187
254 420 0.541326
254 449 0.377897
254 474 0.444995
255 256 0.517378
255 261 0.326772
255 293 0.659527
256 258 0.334243
256 271 0.447789
256 272 0.537592
256 279 0.609619
256 282 0.40329
256 283 0.377832
256 284 0.665729
256 350 0.329349
256 398 0.399629
256 401 0.67283
256 454 0.54807
257 267 0.501526
257 274 0.553291
257 279 0.452825
257 287 0.574596
258 260 0.475584
258 271 0.572053
258 276 0.332897
258 291 0.579589
258 293 0.469097
258 295 0.491028
258 301 0.582188
258 377 0.677427
258 401 0.601752
258 404 0.585169
258 432 0.660667
258 438 0.487376
258 443 0.39097
259 275 0.658209
259 280 0.582292
259 284 0.534836
259 290 0.528969
259 292 0.309769
259 295 0.429784
259 299 0.461237
259 302 0.378364
259 326 0.645336
259 370 0.585116
259 407 0.462629
259 492 0.629986
260 267 0.653039
260 268 0.378323
260 276 0.658123
260 290 0.578003
260 299 0.464624
260 315 0.665869
260 353 0.314778
260 355 0.545951
260 474 0.59542
261 278 0.4424
261 280 0.697808
261 287 0.615453
261 289 0.676492
261 290 0.528065
261 293 0.363955
261 295 0.525212
261 298 0.364011
261 342 0.549724
261 346 0.687748
261 374 0.388643
262 276 0.323655
262 279 0.650257
262 287 0.538817
262 295 0.359455
262 348 0.548036
262 468 0.603613
262 498 0.333196
263 268 0.508453
263 283 0.687271
263 293 0.657374
263 326 0.347857
263 338 0.448715
264 278 0.491508
264 280 0.676028
264 281 0.541433
264 291 0.448255
264 299 0.643171
264 334 0.476584
264 443 0.479335
265 282 0.657717
265 289 0.623142
265 295 0.663269
265 315 0.589074
265 332 0.459985
265 346 0.387859
265 390 0.55146
266 268 0.653557
266 291 0.350947
266 295 0.670147
266 376 0.441706
266 435 0.378505
266 471 0.699605
266 472 0.498312
267 269 0.418837
267 271 0.661022
267 277 0.358688
267 282 0.663607
267 289 0.337516
267 374 0.505394
267 462 0.501315
268 295 0.564653
268 311 0.661713
268 422 0.619365
269 274 0.625362
269 279 0.660322
269 281 0.6249
269 283 0.53108
269 289 0.530859
269 426 0.51207
269 446 0.304769
270 271 0.659143
270 283 0.692009
270 287 0.386692
270 299 0.68852
270 374 0.545228
271 275 0.430737
271 292 0.637527
271 297 0.394448
271 405 0.673001
271 432 0.575831
271 462 0.649654
272 273 0.367076
272 275 0.507069
272 295 0.697863
272 303 0.62713
272 321 0.39866
272 359 0.612365
272 372 0.610112
273 280 0.42317
273 282 0.447409
273 288 0.453069
273 291 0.685227
273 316 0.64589
273 383 0.418346
274 275 0.322144
274 293 0.31843
274 330 0.395119
275 290 0.617957
275 293 0.501274
275 297 0.555211
276 286 0.51257
276 290 0.604065
276 352 0.496506
277 279 0.698147
277 283 0.358193
277 290 0.677659
277 395 0.423882
277 422 0.629788
277 467 0.35569
278 286 0.458524
278 294 0.330312
279 284 0.311194
279 345 0.518846
279 380 0.601392
279 413 0.397337
279 475 0.34069
280 285 0.61942
280 444 0.558427
280 462 0.626176
281 291 0.696388
281 297 0.613918
282 293 0.445399
282 318 0.515036
282 363 0.333176
283 287 0.450671
283 295 0.679309
283 296 0.495411
283 398 0.599485
283 484 0.420288
283 498 0.688615
284 326 0.583708
284 334 0.328527
285 292 0.608302
285 477 0.499321
286 288 0.323183
286 298 0.508564
286 348 0.519344
286 380 0.469711
286 456 0.493369
287 297 0.440838
287 420 0.474204
287 487 0.690158
288 392 0.464075
288 417 0.488701
289 290 0.424075
289 298 0.534778
289 432 0.346189
289 449 0.610417
290 293 0.67738
290 294 0.453079
290 333 0.517994
290 344 0.360913
290 425 0.45901
290 460 0.651637
290 478 0.608129
290 497 0.307642
290 499 0.619798
291 295 0.311442
291 490 0.484155
292 379 0.455613
292 381 0.348038
292 393 0.535869
292 396 0.529558
292 451 0.579295
292 457 0.57765
293 461 0.496073
294 297 0.613362
294 372 0.604791
295 376 0.680611
295 386 0.344303
295 497 0.465237
296 297 0.585735
296 390 0.335792
296 421 0.58527
296 439 0.603787
296 442 0.513446
297 479 0.401866
297 499 0.502437
298 299 0.572326
298 328 0.514375
298 481 0.333092
299 421 0.648361
299 429 0.64108
299 435 0.372267
299 450 0.691346
299 481 0.510281
300 325 0.417304
300 329 0.440744
300 332 0.367363
300 346 0.54112
300 358 0.626743
300 361 0.491139
300 363 0.389475
300 367 0.699988
300 371 0.393187
300 386 0.371663
300 393 0.676381
300 396 0.692786
300 408 0.665018
301 302 0.581588
301 317 0.675797
301 323 0.378418
301 344 0.329105
301 355 0.546228
301 360 0.490824
301 371 0.526611
301 376 0.316101
301 392 0.686546
301 393 0.315465
301 433 0.655399
302 326 0.355344
302 334 0.599512
302 336 0.635389
302 339 0.497631
302 345 0.696892
302 355 0.63144
302 365 0.621711
302 393 0.375682
302 396 0.588621
302 398 0.522709
303 311 0.301619
303 320 0.599243
303 333 0.458555
303 337 0.551305
303 365 0.461856
303 373 0.547564
303 383 0.49349
303 392 0.559471
303 393 0.607434
304 307 0.396925
304 309 0.605759
304 327 0.321564
304 333 0.327182
304 339 0.35245
304 340 0.520462
304 360 0.384554
304 368 0.432238
304 379 0.463697
304 389 0.561442
304 393 0.47465
304 394 0.310857
304 398 0.685696
305 319 0.377592
305 331 0.485981
305 348 0.410219
305 349 0.653185
305 368 0.637737
305 369 0.482339
305 375 0.638232
305 382 0.564229
305 398 0.553303
305 399 0.452919
305 436 0.432336
305 449 0.662992
306 323 0.442921
306 331 0.411747
306 343 0.641453
306 354 0.433852
306 361 0.309913
306 372 0.570332
306 375 0.689682
306 385 0.31315
306 434 0.679442
306 467 0.579688
307 308 0.569512
307 316 0.379023
307 326 0.322793
307 333 0.65929
307 347 0.666842
307 348 0.456408
307 349 0.387936
307 353 0.536896
307 355 0.599124
307 366 0.560067
307 382 0.458215
307 393 0.570197
308 311 0.56712
308 314 0.520954
308 330 0.558889
308 337 0.568261
308 340 0.596153
308 348 0.421167
308 360 0.642392
308 367 0.519419
308 369 0.639496
308 375 0.531974
308 392 0.328986
309 310 0.308924
309 327 0.675005
309 343 0.4032
309 371 0.325873
309 374 0.472302
309 377 0.567592
309 380 0.489364
309 399 0.305332
310 317 0.489729
310 318 0.317162
310 347 0.643284
310 358 0.646588
310 364 0.657266
310 366 0.66053
310 370 0.342769
310 380 0.554271
310 389 0.392476
311 326 0.387372
311 340 0.537522
311 366 0.315613
311 368 0.419313
311 375 0.491435
311 384 0.332965
311 389 0.682608
311 398 0.488215
311 408 0.52724
311 412 0.430155
312 319 0.568745
312 341 0.631207
312 351 0.335766
312 358 0.6817
312 376 0.398026
312 379 0.494564
312 386 0.475238
312 390 0.584825
312 395 0.581431
312 410 0.545273
313 350 0.618411
313 355 0.4036
313 380 0.676315
313 381 0.337413
313 385 0.628731
313 386 0.588445
313 390 0.309442
313 395 0.375759
313 435 0.482753
314 324 0.689558
314 332 0.516634
314 337 0.596835
314 354 0.523923
314 356 0.531277
314 362 0.651554
314 365 0.557111
314 372 0.451492
314 377 0.580313
314 382 0.691844
314 385 0.666818
314 428 0.5444
315 325 0.513839
315 328 0.412284
315 329 0.472474
315 342 0.684492
315 346 0.598988
315 378 0.309226
315 383 0.307809
315 389 0.362828
315 396 0.610917
315 399 0.504393
316 320 0.693936
316 321 0.661971
316 326 0.406221
316 327 0.424713
316 355 0.550163
316 365 0.303181
316 371 0.529721
316 378 0.516205
316 483 0.592484
317 334 0.333235
317 336 0.303586
317 337 0.304921
317 352 0.561067
317 356 0.492119
317 363 0.642115
317 375 0.568735
317 377 0.639196
317 379 0.484078
317 385 0.608065
317 474 0.333202
318 325 0.667434
318 335 0.478904
318 336 0.353224
318 345 0.628622
318 356 0.444072
318 361 0.389636
318 370 0.480224
318 371 0.416853
318 380 0.607334
319 336 0.452991
319 337 0.343872
319 371 0.548929
319 373 0.517855
319 398 0.429728
319 483 0.4679
320 331 0.428859
320 338 0.55011
320 339 0.493244
320 341 0.375294
320 346 0.578039
320 347 0.561432
320 354 0.690647
320 357 0.603939
320 358 0.458619
320 369 0.507398
320 381 0.327292
321 324 0.314144
321 327 0.562798
321 329 0.686128
321 334 0.55784
321 335 0.518645
321 339 0.406205
321 345 0.383564
321 362 0.357711
321 374 0.336471
321 388 0.328419
321 394 0.635005
321 399 0.645393
322 338 0.336471
322 351 0.670732
322 355 0.634189
322 372 0.438177
322 373 0.590797
322 380 0.486666
322 387 0.455459
322 397 0.527587
323 325 0.391206
323 328 0.651306
323 332 0.55291
323 334 0.69322
323 350 0.618496
323 361 0.693823
323 362 0.474773
323 377 0.590604
323 378 0.36772
323 382 0.531455
323 387 0.313633
323 394 0.300883
323 397 0.488894
323 399 0.620737
323 496 0.651022
324 325 0.430457
324 326 0.567723
324 330 0.508368
324 332 0.326781
324 335 0.323871
324 338 0.384877
324 339 0.514056
324 343 0.602223
324 378 0.480775
324 384 0.30446
325 361 0.342873
325 362 0.57302
325 381 0.443924
325 448 0.573508
326 337 0.569916
326 384 0.693144
326 393 0.566382
326 444 0.403191
327 330 0.41936
327 338 0.614404
327 343 0.382682
327 357 0.327286
327 358 0.366208
327 368 0.672757
327 377 0.631566
327 382 0.582803
327 385 0.537352
327 387 0.31651
327 412 0.653595
328 341 0.436849
328 346 0.531824
328 364 0.392655
328 372 0.576649
328 391 0.581619
328 395 0.65281
328 398 0.315564
328 429 0.46743
328 461 0.320112
329 330 0.658482
329 331 0.661928
329 336 0.591704
329 347 0.368371
329 350 0.333737
329 352 0.632223
329 357 0.615298
329 359 0.656772
329 373 0.502823
329 374 0.326477
329 387 0.526117
329 395 0.390979
329 452 0.362602
330 348 0.588276
330 356 0.43421
330 362 0.650556
330 366 0.314139
330 372 0.415565
330 380 0.646318
330 398 0.475486
331 338 0.551631
331 362 0.302659
331 370 0.339234
331 378 0.462129
331 385 0.316734
331 386 0.344091
331 391 0.355308
331 393 0.529808
331 409 0.658149
332 346 0.618105
332 362 0.61038
332 385 0.563596
332 392 0.459471
332 393 0.653185
332 412 0.491897
332 473 0.33109
333 334 0.37158
333 340 0.321925
333 353 0.327785
333 367 0.395505
333 373 0.67773
333 374 0.388082
333 377 0.468405
333 384 0.392992
333 391 0.389574
334 342 0.358411
334 357 0.644849
334 377 0.521704
334 385 0.30677
334 390 0.585239
334 498 0.417673
335 354 0.547748
335 376 0.608083
335 386 0.460147
335 397 0.461654
335 427 0.631082
335 447 0.663586
335 455 0.402144
336 338 0.54086
336 364 0.4606
336 366 0.60597
336 368 0.402101
336 393 0.342863
337 339 0.40786
337 356 0.307683
337 361 0.456434
337 384 0.313194
337 387 0.653889
337 390 0.638799
337 396 0.33531
337 459 0.399741
337 478 0.417082
338 339 0.54817
338 343 0.310983
338 349 0.447128
338 354 0.614884
338 367 0.625661
338 374 0.525151
338 376 0.401594
338 387 0.483207
338 441 0.346923
338 442 0.682817
338 488 0.644019
339 342 0.593159
339 351 0.568858
339 390 0.681608
339 398 0.405005
339 446 0.659535
340 348 0.593797
340 361 0.662317
340 376 0.660998
340 378 0.557469
340 381 0.639121
340 385 0.36011
340 386 0.549313
340 390 0.40358
341 342 0.578994
341 343 0.364123
341 344 0.536281
341 360 0.385523
341 361 0.432549
341 364 0.66775
341 394 0.544517
341 465 0.300645
342 352 0.646986
342 355 0.506847
342 356 0.598884
342 363 0.308102
342 391 0.567981
342 411 0.344894
343 351 0.550553
343 356 0.391336
343 359 0.401712
343 370 0.495613
343 378 0.309564
343 394 0.585907
344 351 0.475824
344 358 0.636454
344 370 0.667601
344 381 0.617756
344 389 0.40638
344 412 0.402097
344 466 0.316652
344 467 0.51882
345 355 0.454789
345 360 0.534707
345 367 0.491768
345 372 0.326264
345 373 0.509633
345 393 0.51288
346 351 0.350824
346 360 0.679883
346 361 0.464645
346 366 0.594531
346 373 0.554961
346 375 0.394829
346 469 0.450605
346 495 0.457548
347 351 0.6377
347 353 0.3421
347 392 0.483125
348 372 0.53031
348 383 0.655147
348 384 0.406711
348 390 0.661993
348 394 0.332538
348 397 0.615549
348 409 0.637337
349 360 0.530804
349 371 0.433022
349 372 0.584676
349 447 0.511282
350 366 0.67798
350 387 0.328402
350 389 0.492126
350 392 0.495068
350 393 0.395169
350 407 0.466034
350 470 0.384743
350 475 0.528371
350 495 0.658129
351 360 0.553615
351 366 0.41329
351 378 0.609447
351 379 0.683101
351 383 0.322443
352 353 0.664097
352 356 0.420808
352 359 0.301124
352 386 0.645135
